cites,authors,title,year,source,publisher,abstract,text
5,"G Teresi??ski, T Jurek",?? Criminology and National Consultant for forensic medicine with regard to performing forensic post-mortem examinations in case of confirmed COVID-19 disease and ??,2019,?? Medycyny S?dowej i Kryminologii/Archives of ??,termedia.pl,"? zalece?? European Centre for Disease Prevention and Control. Considerations related to the safe handling of bodies of deceased persons with suspected or confirmed COVID-19. ECDC, Stockholm 2020: https://www. ecdc. europa. eu/sites/default/files/documents/COVID ??","?? Criminology and National Consultant for forensic medicine with regard to performing forensic post-mortem examinations in case of confirmed COVID-19 disease and ?? ? zalece?? European Centre for Disease Prevention and Control. Considerations related to the safe handling of bodies of deceased persons with suspected or confirmed COVID-19. ECDC, Stockholm 2020: https://www. ecdc. europa. eu/sites/default/files/documents/COVID ??"
2,"M Peden, O Kobusingye",Transport and health during and after COVID-19: An Insight,2019,Health,assets.publishing.service.gov.uk,The COVID-19 pandemic has far reaching effects on both transportation and health. Spread of the disease was linked to travel and rapidly resulted in the curtailment of certain forms of transportation in countries. Lockdowns in countries have resulted in reductions in road traffic ??,Transport and health during and after COVID-19: An Insight The COVID-19 pandemic has far reaching effects on both transportation and health. Spread of the disease was linked to travel and rapidly resulted in the curtailment of certain forms of transportation in countries. Lockdowns in countries have resulted in reductions in road traffic ??
1,P Wang,Translation in the COVID-19 health emergency in Wuhan: a crisis manager's perspective,2019,The Journal of Internationalization and Localization,jbe-platform.com,Intercultural crisis communication in an interconnected and globalized world emphasizes the need for translation to be put in place as foreign nationals with cultural and linguistic barriers might rely on it to prepare for a possible crisis or make informed decisions when ??,Translation in the COVID-19 health emergency in Wuhan: a crisis manager's perspective Intercultural crisis communication in an interconnected and globalized world emphasizes the need for translation to be put in place as foreign nationals with cultural and linguistic barriers might rely on it to prepare for a possible crisis or make informed decisions when ??
1,A Kashyap,Letter to the editor-COVID,2019,Indian Journal of Colo-Rectal Surgery,ijcrsonweb.org,"As you have said ??extraordinary problems require extraordinary measures,?? this is the time to fight the battle at all fronts with all the armamentarium at our disposal and even to look backward to move forward. We may lose a battle or two, but we will win the war. Failure is not an ??","Letter to the editor-COVID As you have said ??extraordinary problems require extraordinary measures,?? this is the time to fight the battle at all fronts with all the armamentarium at our disposal and even to look backward to move forward. We may lose a battle or two, but we will win the war. Failure is not an ??"
2,A Almendros,Can pets transmit Covid-19 infection?,2019,Open Vet J,openveterinaryjournal.com,__________________________________?? In the past couple of months various reports of SARS-CoV-2 or Covid-19 infection in domestic animals has become a common concern for many veterinarians and their clients around the world. Most coronavirus infections in ??,Can pets transmit Covid-19 infection? __________________________________?? In the past couple of months various reports of SARS-CoV-2 or Covid-19 infection in domestic animals has become a common concern for many veterinarians and their clients around the world. Most coronavirus infections in ??
0,RJ Sullivan,Remdesivir for COVID-19: challenges of underpowered studies,2019,Lancet Oncol,researchgate.net,"Moving forward, a number of steps need to be taken to optimise the use of combination therapy. First, it is important to determine for which patients single-agent therapy is sufficient, and might be spared exposure risk of higher toxicity, and for which combination therapy is ??","Remdesivir for COVID-19: challenges of underpowered studies Moving forward, a number of steps need to be taken to optimise the use of combination therapy. First, it is important to determine for which patients single-agent therapy is sufficient, and might be spared exposure risk of higher toxicity, and for which combination therapy is ??"
1,"S Bonovas, D Piovani, C Pansieri??",A snapshot of the ongoing clinical research on COVID-19,2019,??,covid19.elsevierpure.com,"Abstract? 2020 Piovani D et al. The pandemic of coronavirus disease 2019 (COVID-19) presents an unprecedented challenge to rapidly develop new diagnostic, preventive and therapeutic strategies. Currently, thousands of new COVID-19 patients are quickly enrolled ??","A snapshot of the ongoing clinical research on COVID-19 Abstract? 2020 Piovani D et al. The pandemic of coronavirus disease 2019 (COVID-19) presents an unprecedented challenge to rapidly develop new diagnostic, preventive and therapeutic strategies. Currently, thousands of new COVID-19 patients are quickly enrolled ??"
3,F Restoy,Central Banks and Financial Stability: A Reflection after the Covid-19 Outbreak1,2019,Proceedings of OeNB Workshops,oenb.at,"How should policy objectives be assigned between different authorities? Traditionally, this question has revolved around identifying conflicts and complementarities between their various remits. Equally important, however, is the question of whether specific policy ??","Central Banks and Financial Stability: A Reflection after the Covid-19 Outbreak1 How should policy objectives be assigned between different authorities? Traditionally, this question has revolved around identifying conflicts and complementarities between their various remits. Equally important, however, is the question of whether specific policy ??"
2,DB Matthew,Structural Inequality: The Real COVID-19 Threat to America's Health and How Strengthening the Affordable Care Act Can Help,2019,Geo. LJ,HeinOnline,"Page 1. Structural Inequality: The Real COVID-19 Threat to America's Health and How Strengthening the Affordable Care Act Can Help DAYNA BOWEN MATTHEW* TABLE OF CONTENTS INTRODUCTION. .... 1679 ?? 1. Paula Braveman, Health Disparities and Health Equity ??","Structural Inequality: The Real COVID-19 Threat to America's Health and How Strengthening the Affordable Care Act Can Help Page 1. Structural Inequality: The Real COVID-19 Threat to America's Health and How Strengthening the Affordable Care Act Can Help DAYNA BOWEN MATTHEW* TABLE OF CONTENTS INTRODUCTION. .... 1679 ?? 1. Paula Braveman, Health Disparities and Health Equity ??"
6,HP HCP,Interim Infection Prevention and Control Recommendations for Patients with Suspected or Confirmed Coronavirus Disease 2019 (COVID-19) in Healthcare ??,2019,,simlaweb.it,"Background This interim guidance has been updated based on currently available information about COVID-19 and the current situation in the United States, which includes reports of cases of community transmission, infections identi! ed in healthcare personnel ??","Interim Infection Prevention and Control Recommendations for Patients with Suspected or Confirmed Coronavirus Disease 2019 (COVID-19) in Healthcare ?? Background This interim guidance has been updated based on currently available information about COVID-19 and the current situation in the United States, which includes reports of cases of community transmission, infections identi! ed in healthcare personnel ??"
1,"MSV Elkind, BL Cucchiara, IJ Koralnik??",Coronavirus Disease 2019 (COVID-19): Neurologic Complications and Management of Neurologic Conditions,2019,?? -disease-2019-covid ??,uptodate.com,"INTRODUCTION??Coronaviruses are important human and animal pathogens. At the end of 2019, a novel coronavirus was identified as the cause of a cluster of pneumonia cases in Wuhan, a city in the Hubei Province of China. The disease rapidly spread, resulting in an ??","Coronavirus Disease 2019 (COVID-19): Neurologic Complications and Management of Neurologic Conditions INTRODUCTION??Coronaviruses are important human and animal pathogens. At the end of 2019, a novel coronavirus was identified as the cause of a cluster of pneumonia cases in Wuhan, a city in the Hubei Province of China. The disease rapidly spread, resulting in an ??"
1,"E Rafeemanesh, F Rahimpour??",Approaches for Covid-19 infection control in the workplaces,2019,Occupational ??,publish.kne-publishing.com,"Introduction: Due to the spread of the new coronavirus around the world, workplaces are not safe against this disease. Different guidelines have been proposed by international organizations regarding high-risk jobs and the necessity of implementing health rules in the ??","Approaches for Covid-19 infection control in the workplaces Introduction: Due to the spread of the new coronavirus around the world, workplaces are not safe against this disease. Different guidelines have been proposed by international organizations regarding high-risk jobs and the necessity of implementing health rules in the ??"
1,"D de Souza Canovas, MTM da Cruz??",SERVI?O EM ABA PARA INDIV?DUOS COM TEA: CONTINUAR O SERVI?O PRESENCIAL EM TEMPOS DE COVID-19?,2019,Revista Brasileira de ??,periodicos.ufpa.br,"A presta??o de servi?o em An??lise do Comportamento Aplicada (ABA), para indiv??duos com Transtorno do Espectro Autista (TEA) e outros transtornos do desenvolvimento, consiste em um servi?o de atendimento presencial realizado por um aplicador, em geral envolvendo ??","SERVI?O EM ABA PARA INDIV?DUOS COM TEA: CONTINUAR O SERVI?O PRESENCIAL EM TEMPOS DE COVID-19? A presta??o de servi?o em An??lise do Comportamento Aplicada (ABA), para indiv??duos com Transtorno do Espectro Autista (TEA) e outros transtornos do desenvolvimento, consiste em um servi?o de atendimento presencial realizado por um aplicador, em geral envolvendo ??"
